1, 0, 0, 119, 16449, 0, 11, 598, 759, 0, 0, "Dun Morogh", 2, 0, 0, 0, 0, -500, 0.3, 0, 15, 0, 0, 675, 0, -1, 
2, 0, 40, 120, 1073758272, 0, 11, 567, 9, 0, 0, "Die Endlose Küste", 0, 0, 0, 0, 0, -500, 0, 0, 15, 0, 0, 675, 0, -1, 
3, 0, 0, 121, 16448, 0, 11, 606, 738, 0, 0, "Ödland", 0, 0, 0, 0, 0, -500, 0.1, 0, 15, 0, 0, 675, 0, -1, 
4, 0, 0, 122, 16448, 0, 11, 210, 7, 0, 0, "Verwüstete Lande", 0, 0, 0, 0, 0, -500, 0, 0, 15, 0, 0, 675, 0, -1, 
7, 0, 5287, 123, 1073758272, 0, 11, 0, 3, 0, 0, "Schwarzmeerbucht", 0, 0, 0, 0, 0, -500, 0, 0, 15, 0, 0, 675, 0, -1, 
8, 0, 0, 124, 16448, 0, 11, 33, 223, 0, 0, "Sümpfe des Elends", 0, 0, 0, 0, 0, -500, 0.3, 0, 15, 0, 0, 675, 0, -1, 
9, 0, 12, 125, 1076903936, 0, 11, 35, 1, 674, 0, "Nordhaintal", 0, 0, 0, 0, 0, -500, 0, 0, 15, 0, 0, 675, 0, -1, 
10, 0, 0, 617, 16448, 0, 11, 572, 2, 0, 0, "Dämmerwald", 0, 0, 0, 0, 0, -500, 0.3, 0, 15, 0, 0, 675, 0, -1, 
11, 0, 0, 618, 16448, 0, 11, 603, 637, 0, 0, "Sumpfland", 0, 0, 0, 0, 0, -500, 0.3, 0, 15, 0, 0, 675, 0, -1, 
12, 0, 0, 126, 16448, 0, 11, 604, 1, 670, 0, "Wald von Elwynn", 2, 0, 0, 0, 0, -500, 0, 0, 15, 0, 0, 675, 0, -1, 
13, 0, 10, 555, 1073758272, 0, 11, 48, 11, 0, 0, "Der Weltenbaum", 0, 0, 0, 0, 0, -500, 0, 0, 15, 0, 0, 675, 0, -1, 
14, 1, 0, 127, 16448, 0, 11, 569, 890, 0, 0, "Durotar", 4, 0, 0, 0, 0, -500, 0.4, 0, 15, 0, 0, 675, 0, -1, 
15, 1, 0, 128, 16448, 0, 11, 586, 590, 0, 0, "Düstermarschen", 0, 0, 0, 0, 0, -500, 0.4, 0, 15, 0, 0, 675, 0, -1, 
16, 1, 0, 129, 16448, 0, 11, 570, 858, 756, 0, "Azshara", 4, 0, 0, 0, 0, -500, 0.3, 0, 15, 0, 0, 675, 0, -1, 
17, 1, 0, 130, 16448, 0, 11, 629, 800, 0, 0, "Nördliches Brachland", 4, 0, 0, 0, 0, -500, 0.3, 0, 15, 0, 0, 675, 0, -1, 
18, 0, 12, 131, 1073758272, 0, 11, 35, 1, 0, 7, "Kristallsee", 0, 0, 0, 0, 0, -500, 0, 0, 15, 0, 0, 675, 0, -1, 
19, 0, 33, 574, 1073762368, 0, 11, 32, 713, 0, 40, "Zul\'Gurub", 0, 0, 0, 0, 0, -500, 0, 0, 15, 0, 0, 675, 0, -1, 
20, 0, 40, 132, 1073758272, 0, 11, 0, 9, 0, 14, "Mondbruch", 0, 0, 0, 0, 0, -500, 0, 0, 15, 0, 0, 675, 0, -1, 
21, 0, 0, 133, 16448, 0, 11, 0, 8, 0, 0, "Kul Tiras", 0, 0, 0, 0, 0, -500, 0, 0, 15, 0, 0, 675, 0, -1, 
22, 451, 0, 547, 16448, 0, 11, 38, 2, 0, 0, "Programmierer-Insel", 0, 1, 0, 0, 0, -500, 0, 0, 14, 0, 0, 675, 0, 3499, 
23, 0, 12, 134, 1074806848, 0, 11, 35, 0, 0, 0, "Nordhainfluss", 0, 0, 0, 0, 0, -500, 0, 0, 15, 0, 0, 675, 0, -1, 
24, 0, 12, 135, 1076904000, 73, 11, 35, 1, 0, 0, "Abtei von Nordhain", 0, 0, 0, 0, 0, -500, 0, 0, 15, 0, 0, 675, 0, -1, 
25, 0, 0, 136, 16448, 0, 11, 46, 10, 0, 0, "Der Schwarzfels", 0, 0, 0, 0, 0, -500, 0, 0, 15, 0, 0, 675, 0, -1, 
26, 0, 40, 602, 1073758272, 0, 11, 0, 7, 0, 0, "Leuchtturm", 0, 0, 0, 0, 0, -500, 0, 0, 15, 0, 0, 675, 0, -1, 
28, 0, 0, 137, 16448, 0, 11, 634, 635, 0, 0, "Westliche Pestländer", 0, 0, 0, 0, 0, -500, 0.3, 0, 15, 0, 0, 675, 0, -1, 
30, 0, 0, 138, 16448, 0, 11, 0, 0, 0, 0, "Nine", 0, 0, 0, 0, 0, -500, 0, 0, 15, 0, 0, 675, 0, -1, 
32, 0, 10, 139, 1073758272, 0, 11, 0, 2, 0, 0, "Der Friedhof", 0, 0, 0, 0, 0, -500, 0, 0, 15, 0, 0, 675, 0, -1, 
33, 0, 5339, 140, 16448, 0, 11, 600, 3, 0, 0, "Nördliches Schlingendorntal", 0, 0, 0, 0, 0, -500, 0.3, 0, 15, 0, 0, 675, 0, -1, 
34, 0, 12, 141, 1073758208, 0, 11, 35, 1, 0, 0, "Echokammmine", 0, 0, 0, 0, 0, -500, 0, 0, 15, 0, 0, 675, 0, -1, 
35, 0, 5287, 142, 1075855424, 0, 11, 567, 3, 638, 42, "Beutebucht", 0, 0, 0, 0, 0, -500, 0, 0, 15, 0, 0, 675, 0, -1, 
36, 0, 267, 143, 1073758272, 0, 11, 594, 743, 0, 0, "Alteracgebirge", 0, 0, 0, 0, 0, -500, 0.5, 0, 15, 0, 0, 675, 0, -1, 
37, 0, 33, 144, 1073758272, 0, 11, 579, 3, 0, 36, "Der Nazferitisee", 0, 0, 0, 0, 0, -500, 0, 0, 15, 0, 0, 675, 0, -1, 
38, 0, 0, 145, 16448, 0, 11, 616, 792, 0, 0, "Loch Modan", 2, 0, 0, 0, 0, -500, 0.1, 0, 15, 0, 0, 675, 0, -1, 
40, 0, 0, 146, 16448, 0, 11, 602, 9, 0, 0, "Westfall", 2, 0, 0, 0, 0, -500, 0.1, 0, 15, 0, 0, 675, 0, -1, 
41, 0, 0, 556, 16448, 0, 11, 597, 2, 0, 0, "Gebirgspass der Totenwinde", 0, 0, 0, 0, 0, -500, 0.3, 0, 15, 0, 0, 675, 0, -1, 
42, 0, 10, 147, 1075855424, 0, 11, 0, 770, 0, 25, "Dunkelhain", 0, 0, 0, 0, 0, -500, 0, 0, 15, 0, 0, 675, 0, -1, 
43, 0, 5287, 148, 1073758272, 0, 11, 567, 3, 0, 42, "Die Wilden Ufer", 0, 0, 0, 0, 0, -500, 0, 0, 15, 0, 0, 675, 0, -1, 
44, 0, 0, 149, 16448, 0, 11, 31, 747, 0, 0, "Rotkammgebirge", 0, 0, 0, 0, 0, -500, 0.2, 0, 15, 0, 0, 675, 0, -1, 
45, 0, 0, 150, 16448, 0, 11, 615, 609, 0, 0, "Arathihochland", 0, 0, 0, 0, 0, -500, 0.2, 0, 15, 0, 0, 675, 0, -1, 
46, 0, 0, 151, 16448, 0, 11, 596, 725, 0, 0, "Brennende Steppe", 0, 0, 0, 0, 0, -500, 0.1, 0, 15, 0, 0, 675, 0, -1, 
47, 0, 0, 152, 16448, 0, 11, 605, 1, 0, 0, "Hinterland", 0, 0, 0, 0, 0, -500, 0.4, 0, 15, 0, 0, 675, 0, -1, 
49, 451, 22, 153, 1073741888, 0, 11, 0, 0, 0, 0, "Dead Man\'s Hole", 0, 0, 0, 0, 0, -500, 0, 0, 13, 0, 0, 675, 0, -1, 
51, 0, 0, 154, 16448, 0, 11, 46, 10, 0, 0, "Sengende Schlucht", 0, 0, 0, 0, 0, -500, 0.1, 0, 15, 0, 0, 675, 0, -1, 
